Name,Salary
138616,1943
397202,1944
758276,1945
217068,1946
627387,1947
611518,1948
474581,1949
581062,1950
242620,1951
599189,1952
240859,1953
392938,1954
868280,1955
640979,1956
924750,1957
753749,1958
218910,1959
716300,1960
592140,1961
405514,1962
201544,1963
952351,1964
453419,1965
636902,1966
836032,1967
587845,1968
268554,1969
218318,1970
429098,1971
904790,1972
341035,1973
766044,1974
900080,1975
736640,1976
876566,1977
937515,1978
123359,1979
147295,1980
638119,1981
686788,1982
293065,1983
180193,1984
772617,1985
403715,1986
361295,1987
927744,1988
216775,1989
594385,1990
197723,1991
578894,1992
768448,1993
481388,1994
313664,1995
731719,1996
308578,1997
121709,1998
716004,1999
661496,2000
612626,2001
352290,2002
400096,2003
940268,2004
301031,2005
217378,2006
455667,2007
780296,2008
889509,2009
543467,2010
898563,2011
453122,2012
892997,2013
406909,2014
597721,2015
413465,2016
505886,2017
989269,2018
724533,2019
113070,2020
246966,2021
270693,2022
171637,2023
931285,2024
958269,2025
479436,2026
603012,2027
745546,2028
675553,2029
259171,2030
225244,2031
845968,2032
138896,2033
333908,2034
691453,2035
575150,2036
439688,2037
921842,2038
435330,2039
132865,2040
642061,2041
623689,2042
992919,2043
569166,2044
951214,2045
365016,2046
992740,2047
739949,2048
874599,2049
860965,2050
330165,2051
650181,2052
749222,2053
178508,2054
398028,2055
559266,2056
705300,2057
536447,2058
158793,2059
831984,2060
963320,2061
107299,2062
605850,2063
395298,2064
670035,2065
625216,2066
397233,2067
167116,2068
451362,2069
136213,2070
582888,2071
771693,2072
441366,2073
647091,2074
601572,2075
698704,2076
513996,2077
231209,2078
684474,2079
862827,2080
203365,2081
389215,2082
748106,2083
998686,2084
917134,2085
854991,2086
270478,2087
791159,2088
381856,2089
862845,2090
650764,2091
799393,2092
668169,2093
409123,2094
437215,2095
416022,2096
198890,2097
109952,2098
706975,2099
231215,2100
195370,2101
498459,2102
437327,2103
125310,2104
841542,2105
609192,2106
436819,2107
404396,2108
675631,2109
875517,2110
122968,2111
462865,2112
762271,2113
118657,2114
680967,2115
235283,2116
978723,2117
553660,2118
373053,2119
539364,2120
803437,2121
128242,2122
946299,2123
526205,2124
236986,2125
189489,2126
707198,2127
576623,2128
183496,2129
380278,2130
973374,2131
949520,2132
261179,2133
519120,2134
878456,2135
786881,2136
378835,2137
725244,2138
130019,2139
512917,2140
357588,2141
499308,2142
980137,2143
569071,2144
964046,2145
407793,2146
122489,2147
380501,2148
442434,2149
296989,2150
888060,2151
633291,2152
574669,2153
406476,2154
511659,2155
640168,2156
879768,2157
930040,2158
599300,2159
670732,2160
399700,2161
514895,2162
111328,2163
835575,2164
931096,2165
667421,2166
376640,2167
298326,2168
360789,2169
884365,2170
994959,2171
783989,2172
295393,2173
863621,2174
555963,2175
188565,2176
449286,2177
435175,2178
873404,2179
464220,2180
916914,2181
291833,2182
255895,2183
791510,2184
637980,2185
941716,2186
459212,2187
892568,2188
301816,2189
157792,2190
647230,2191
475305,2192
375580,2193
979654,2194
921392,2195
408811,2196
281805,2197
757566,2198
117339,2199
736974,2200
487567,2201
548600,2202
144572,2203
749121,2204
523825,2205
635004,2206
462386,2207
385025,2208
639695,2209
864004,2210
722782,2211
112287,2212
106762,2213
506991,2214
762146,2215
114301,2216
562126,2217
585198,2218
253679,2219
445604,2220
413464,2221
190995,2222
202119,2223
649647,2224
884533,2225
335413,2226
993817,2227
870532,2228
545979,2229
859457,2230
355302,2231
483553,2232
370205,2233
891996,2234
927742,2235
168150,2236
624584,2237
516745,2238
454696,2239
740371,2240
932402,2241
303989,2242
360717,2243
778894,2244
434500,2245
748017,2246
465519,2247
163798,2248
906567,2249
590757,2250
313089,2251
983962,2252
132292,2253
237087,2254
694928,2255
223304,2256
784993,2257
597925,2258
239592,2259
543820,2260
894167,2261
550003,2262
483888,2263
826944,2264
100929,2265
540121,2266
952268,2267
924229,2268
256211,2269
219411,2270
575720,2271
313165,2272
711976,2273
568643,2274
183849,2275
832860,2276
868988,2277
483711,2278
171938,2279
603099,2280
122151,2281
492456,2282
978224,2283
914938,2284
753857,2285
254771,2286
175297,2287
979257,2288
887054,2289
406287,2290
538584,2291
204117,2292
593152,2293
556621,2294
678201,2295
944295,2296
653499,2297
936566,2298
447164,2299
634360,2300
145948,2301
103158,2302
521338,2303
486769,2304
169678,2305
353768,2306
118356,2307
375387,2308
884077,2309
311926,2310
945129,2311
117329,2312
921952,2313
150263,2314
398144,2315
414086,2316
349098,2317
255714,2318
499205,2319
385962,2320
445381,2321
453104,2322
115845,2323
288494,2324
437659,2325
721230,2326
807857,2327
414917,2328
380114,2329
501405,2330
989701,2331
779882,2332
891094,2333
918544,2334
586838,2335
159854,2336
658231,2337
508110,2338
403228,2339
594354,2340
210518,2341
766511,2342
890294,2343
213481,2344
695462,2345
927116,2346
924212,2347
852064,2348
664212,2349
662676,2350
683665,2351
376560,2352
427608,2353
665613,2354
393299,2355
770045,2356
327042,2357
675862,2358
801785,2359
609418,2360
375036,2361
596422,2362
658164,2363
986262,2364
943849,2365
933588,2366
606258,2367
589802,2368
528400,2369
718093,2370
727040,2371
953534,2372
299937,2373
167723,2374
657135,2375
206044,2376
710264,2377
996566,2378
669136,2379
677947,2380
516454,2381
123859,2382
248415,2383
958827,2384
393324,2385
415961,2386
885257,2387
793227,2388
971567,2389
195562,2390
220013,2391
214533,2392
630518,2393
547227,2394
268608,2395
427338,2396
810947,2397
570960,2398
719610,2399
342194,2400
894790,2401
946791,2402
800975,2403
211065,2404
349477,2405
452100,2406
340300,2407
268376,2408
958241,2409
540993,2410
272822,2411
404015,2412
985604,2413
781066,2414
360718,2415
999732,2416
596037,2417
464023,2418
549331,2419
798587,2420
561654,2421
504198,2422
942836,2423
666050,2424
895607,2425
832689,2426
278236,2427
613343,2428
730314,2429
700074,2430
610022,2431
306242,2432
982591,2433
863659,2434
631586,2435
839176,2436
336869,2437
785489,2438
439322,2439
572604,2440
655053,2441
855888,2442
262277,2443
688520,2444
160892,2445
892209,2446
803278,2447
644349,2448
867706,2449
283980,2450
165110,2451
487759,2452
330577,2453
243415,2454
145681,2455
552494,2456
427835,2457
833066,2458
513513,2459
653751,2460
970852,2461
851371,2462
371816,2463
717931,2464
160596,2465
751786,2466
128061,2467
700270,2468
245124,2469
444706,2470
443526,2471
998224,2472
960757,2473
727389,2474
873299,2475
881157,2476
453935,2477
313002,2478
289820,2479
844263,2480
943277,2481
411984,2482
277436,2483
461765,2484
643484,2485
758811,2486
805255,2487
870206,2488
935677,2489
586078,2490
896829,2491
982848,2492
740295,2493
100141,2494
833818,2495
667865,2496
708885,2497
950607,2498
913315,2499
364546,2500
283068,2501
946537,2502
555590,2503
698118,2504
667609,2505
458103,2506
667939,2507
952149,2508
124100,2509
455522,2510
519259,2511
413009,2512
507702,2513
298283,2514
928851,2515
904303,2516
840987,2517
822182,2518
158494,2519
939043,2520
269951,2521
271453,2522
267229,2523
233553,2524
968849,2525
791144,2526
789006,2527
314982,2528
525972,2529
256609,2530
149254,2531
588362,2532
886323,2533
725566,2534
858672,2535
308552,2536
375146,2537
658781,2538
740457,2539
966762,2540
443847,2541
262754,2542
916252,2543
823033,2544
882443,2545
524157,2546
580392,2547
916069,2548
628685,2549
993121,2550
783017,2551
572675,2552
319379,2553
620961,2554
621225,2555
833995,2556
406410,2557
747212,2558
783995,2559
327138,2560
595901,2561
473550,2562
898397,2563
766677,2564
358409,2565
393419,2566
744665,2567
649235,2568
918219,2569
230248,2570
948611,2571
833869,2572
629107,2573
581607,2574
547490,2575
811078,2576
321064,2577
545899,2578
860210,2579
767305,2580
199042,2581
622163,2582
148836,2583
322311,2584
951950,2585
997329,2586
896359,2587
702647,2588
145552,2589
276776,2590
922547,2591
780681,2592
998261,2593
174867,2594
545709,2595
113931,2596
363453,2597
732020,2598
928457,2599
368930,2600
100732,2601
804598,2602
513795,2603
814179,2604
530429,2605
134126,2606
709579,2607
723594,2608
859142,2609
181082,2610
104778,2611
606698,2612
397625,2613
588795,2614
602516,2615
126192,2616
607246,2617
830965,2618
277361,2619
919780,2620
835975,2621
975791,2622
897785,2623
889385,2624
374810,2625
126250,2626
912731,2627
628294,2628
951715,2629
849044,2630
880076,2631
657150,2632
580738,2633
374564,2634
136461,2635
615021,2636
779364,2637
829371,2638
937487,2639
609532,2640
756068,2641
554209,2642
120394,2643
330481,2644
151692,2645
811045,2646
248928,2647
812314,2648
125519,2649
336858,2650
476639,2651
328297,2652
670846,2653
151192,2654
180377,2655
814312,2656
263531,2657
901192,2658
929849,2659
876074,2660
173599,2661
945231,2662
134292,2663
238719,2664
907767,2665
965676,2666
775773,2667
333296,2668
836202,2669
304939,2670
783148,2671
964259,2672
955036,2673
999971,2674
817536,2675
171551,2676
994453,2677
603605,2678
953852,2679
427258,2680
835573,2681
674019,2682
854930,2683
286687,2684
322337,2685
186439,2686
592394,2687
207249,2688
762410,2689
215054,2690
349914,2691
138322,2692
542377,2693
298655,2694
592065,2695
380670,2696
789401,2697
375871,2698
454077,2699
243333,2700
915295,2701
324430,2702
687957,2703
979835,2704
661508,2705
992466,2706
569250,2707
644551,2708
982358,2709
608004,2710
296060,2711
963661,2712
165499,2713
450915,2714
186842,2715
424579,2716
678928,2717
801019,2718
150073,2719
567840,2720
204141,2721
534558,2722
177769,2723
398850,2724
371371,2725
722892,2726
241078,2727
563837,2728
924438,2729
614342,2730
566416,2731
953411,2732
602785,2733
554802,2734
244208,2735
446578,2736
238122,2737
410270,2738
949665,2739
194495,2740
723640,2741
556684,2742
877280,2743
762491,2744
355625,2745
300347,2746
341934,2747
401532,2748
358991,2749
808985,2750
987796,2751
637200,2752
536035,2753
544360,2754
667400,2755
145359,2756
275976,2757
793469,2758
507945,2759
836401,2760
715596,2761
377990,2762
103168,2763
951870,2764
167537,2765
587641,2766
610380,2767
533314,2768
962846,2769
262394,2770
797490,2771
701308,2772
991007,2773
885405,2774
369643,2775
273137,2776
644484,2777
930476,2778
608901,2779
212362,2780
500572,2781
765810,2782
388813,2783
208750,2784
942556,2785
539954,2786
287107,2787
106859,2788
750354,2789
331321,2790
486174,2791
387503,2792
450193,2793
698198,2794
541857,2795
493914,2796
262016,2797
217685,2798
939867,2799
293951,2800
536383,2801
927490,2802
348405,2803
727826,2804
996308,2805
243605,2806
914026,2807
227907,2808
213955,2809
213798,2810
197481,2811
722836,2812
562536,2813
529407,2814
321186,2815
860131,2816
854674,2817
103863,2818
153708,2819
633155,2820
243912,2821
182502,2822
689232,2823
467572,2824
652715,2825
948998,2826
104863,2827
282341,2828
786723,2829
300295,2830
513859,2831
376747,2832
102102,2833
722449,2834
995285,2835
553576,2836
452851,2837
245283,2838
772020,2839
358218,2840
817913,2841
454061,2842
709428,2843
926620,2844
234463,2845
417445,2846
725951,2847
650605,2848
548825,2849
934493,2850
198380,2851
285662,2852
861564,2853
587849,2854
626470,2855
481481,2856
362063,2857
379162,2858
527689,2859
682338,2860
873609,2861
993348,2862
416108,2863
830263,2864
722233,2865
743860,2866
422349,2867
938072,2868
983288,2869
853113,2870
146385,2871
828861,2872
452534,2873
550347,2874
887230,2875
900664,2876
960671,2877
854865,2878
286926,2879
663508,2880
385721,2881
651631,2882
263801,2883
833210,2884
792522,2885
862629,2886
490576,2887
974369,2888
264271,2889
176621,2890
608232,2891
958991,2892
104000,2893
286262,2894
427471,2895
805669,2896
336754,2897
294775,2898
147577,2899
634635,2900
102309,2901
497178,2902
668990,2903
405721,2904
703941,2905
363432,2906
648084,2907
129193,2908
295424,2909
981050,2910
438080,2911
753289,2912
985232,2913
477875,2914
743546,2915
977031,2916
813266,2917
973836,2918
481626,2919
726330,2920
727142,2921
941902,2922
446324,2923
267389,2924
192371,2925
237725,2926
631659,2927
174025,2928
236305,2929
262115,2930
659430,2931
401543,2932
524030,2933
847943,2934
529482,2935
244678,2936
218459,2937
718950,2938
226106,2939
472550,2940
964092,2941
801111,2942
229493,2943
180769,2944
987899,2945
482040,2946
428124,2947
431367,2948
894930,2949
355198,2950
840466,2951
330891,2952
723299,2953
835927,2954
321261,2955
381393,2956
757608,2957
717132,2958
253783,2959
401871,2960
677358,2961
280225,2962
486101,2963
562345,2964
758963,2965
765772,2966
843269,2967
801750,2968
355055,2969
502723,2970
612809,2971
665201,2972
270701,2973
348236,2974
271325,2975
547416,2976
449499,2977
671590,2978
809095,2979
235193,2980
551388,2981
625939,2982
262696,2983
913263,2984
744845,2985
870758,2986
917183,2987
997495,2988
818025,2989
294879,2990
362081,2991
792782,2992
526576,2993
344855,2994
682006,2995
962496,2996
808666,2997
838500,2998
842070,2999
919711,3000
752903,3001
363096,3002
873560,3003
191104,3004
573603,3005
919030,3006
707649,3007
754244,3008
933008,3009
599502,3010
108651,3011
233752,3012
294196,3013
564920,3014
188179,3015
230674,3016
639609,3017
874532,3018
959871,3019
236326,3020
857262,3021
827666,3022
166276,3023
413493,3024
122394,3025
810700,3026
785576,3027
708894,3028
128182,3029
881097,3030
917198,3031
106683,3032
770894,3033
999359,3034
198181,3035
631473,3036
889016,3037
303031,3038
377542,3039
951489,3040
686879,3041
801049,3042
173960,3043
488330,3044
237875,3045
593377,3046
130913,3047
125769,3048
947936,3049
877888,3050
163808,3051
631628,3052
175071,3053
836122,3054
118326,3055
394507,3056
386841,3057
923423,3058
987709,3059
830445,3060
346459,3061
974850,3062
766613,3063
852166,3064
299070,3065
538968,3066
906899,3067
142191,3068
115095,3069
285481,3070
521069,3071
302050,3072
418004,3073
652006,3074
711676,3075
674505,3076
397466,3077
390534,3078
537005,3079
386449,3080
498793,3081
469770,3082
516858,3083
442421,3084
957688,3085
848578,3086
860584,3087
510384,3088
869562,3089
495308,3090
835948,3091
670807,3092
794160,3093
172922,3094
569262,3095
104983,3096
116673,3097
112835,3098
536086,3099
953231,3100
935824,3101
502653,3102
974946,3103
845407,3104
486688,3105
799469,3106
600792,3107
300917,3108
543291,3109
222035,3110
689698,3111
180650,3112
750695,3113
180069,3114
986288,3115
679539,3116
748468,3117
915280,3118
746315,3119
212369,3120
635254,3121
578379,3122
252882,3123
246875,3124
594033,3125
857324,3126
857308,3127
736544,3128
766827,3129
772766,3130
282250,3131
139690,3132
762840,3133
125666,3134
195452,3135
967007,3136
138260,3137
416035,3138
539203,3139
776628,3140
231043,3141
230729,3142
618948,3143
854516,3144
230332,3145
727895,3146
935630,3147
808827,3148
815710,3149
794978,3150
550131,3151
708613,3152
267843,3153
393750,3154
606000,3155
341300,3156
506916,3157
906392,3158
361708,3159
438297,3160
678066,3161
812937,3162
263067,3163
586609,3164
951929,3165
105345,3166
794905,3167
684769,3168
409704,3169
387460,3170
342173,3171
821943,3172
531691,3173
428852,3174
158476,3175
951520,3176
831677,3177
248485,3178
845512,3179
812319,3180
171734,3181
348008,3182
104881,3183
699662,3184
918865,3185
104844,3186
927632,3187
742874,3188
232622,3189
832054,3190
861218,3191
937125,3192
548763,3193
791156,3194
587168,3195
446535,3196
351074,3197
275660,3198
553661,3199
617930,3200
841171,3201
253394,3202
479910,3203
661611,3204
583600,3205
703167,3206
512645,3207
182524,3208
808971,3209
463365,3210
707080,3211
381976,3212
357730,3213
716209,3214
239346,3215
781343,3216
879903,3217
519214,3218
456437,3219
494458,3220
898210,3221
641058,3222
405267,3223
189601,3224
646400,3225
729115,3226
369648,3227
526520,3228
503334,3229
649305,3230
357293,3231
999514,3232
307029,3233
228627,3234
946882,3235
437675,3236
814839,3237
856705,3238
747727,3239
424702,3240
451044,3241
218600,3242
602799,3243
250654,3244
967564,3245
896886,3246
986862,3247
436351,3248
620879,3249
682078,3250
191464,3251
381120,3252
410476,3253
546273,3254
594827,3255
573912,3256
139956,3257
200310,3258
695311,3259
359767,3260
346275,3261
175548,3262
745147,3263
495066,3264
831660,3265
511964,3266
217516,3267
707736,3268
159409,3269
871958,3270
430534,3271
720776,3272
245039,3273
954156,3274
677449,3275
899667,3276
295062,3277
645395,3278
506305,3279
163248,3280
176510,3281
288959,3282
338393,3283
549679,3284
503061,3285
293704,3286
471409,3287
423872,3288
689854,3289
574505,3290
216610,3291
602920,3292
558984,3293
316493,3294
109589,3295
124621,3296
871731,3297
746595,3298
634347,3299
125334,3300
341729,3301
721106,3302
846516,3303
750042,3304
780731,3305
169754,3306
400752,3307
331884,3308
144867,3309
815954,3310
851350,3311
398738,3312
437663,3313
601645,3314
192394,3315
223731,3316
950204,3317
321084,3318
110240,3319
646844,3320
246286,3321
219477,3322
997455,3323
385492,3324
661842,3325
782685,3326
396794,3327
458717,3328
719166,3329
650380,3330
